Nazwisko aktualne,Liczba
WURZBERG,9
WUTKIEWICZ,9
WYCIKOWSKI,9
WYCISCZOK,9
WYCKE,9
WYGNALSKI,9
WYGRANOWSKI,9
WYLENGOWSKI,9
WYLEŻAŁ,9
WYLIZIŃSKI,9
WYNALEK,9
WYREMBA,9
WYRSTA,9
WYRWIS,9
WYRWOLL,9
WYSOCKI-BOREJSZO,9
WYTRĘBOWICZ,9
WYTULANI,9
YABLOKOV,9
YADLOS,9
YAHIAOUI,9
YAKHNENKO,9
YAKHYMOVYCH,9
YAKIVCHUK,9
YAKUSH,9
YALOVETS,9
YAMAZAKI,9
YANOVICH,9
YANTSEVICH,9
YANUSHKA,9
YANYTSKYI,9
YAPAR,9
YAQOOB,9
YARASH,9
YARASHUK,9
YARMOSHUK,9
YAROM,9
YAROMENKO,9
YAZDANI,9
YAZLOVETSKYI,9
YEGORYAN,9
YEH,9
YELFIMOV,9
YELKIN,9
YERESKO,9
YESIN,9
YESYPENKO,9
YI,9
YUSHYN,9
YUSIFOV,9
YUZKO,9
ZABCZYK,9
ZABIŃSKI,9
ZABLOTSKYY,9
ZABOJSCA,9
ZABOKRZECKI,9
ZABRODA,9
ZABROTOWICZ,9
ZABUDOWSKI,9
ZABUDSKYI,9
ZABUJŚĆ,9
ZABYLSKI,9
ZACHOR,9
ZACHWOSZCZ,9
ZADOIA,9
ZADRUŻNIAK,9
ZADWORZAŃSKI,9
ZAFORYMSKI,9
ZAGALEWSKI,9
ZAGOCKI,9
ZAGORODNY,9
ZAHAROV,9
ZAHNYBIDA,9
ZAHORA-BUŁAWSKI,9
ZAHOROVSKYI,9
ZAIACHKIVSKYI,9
ZAIACHUK,9
ZAILO,9
ZAIMA,9
ZAJCÓW,9
ZAJEDZIŃSKI,9
ZAKABLUK,9
ZAKI,9
ZAKLEWSKI,9
ZAKORDONETS,9
ZAKRZESKI,9
ZAL,9
ZALASTOWICZ,9
ZALDA,9
ZALECIŃSKI,9
ZALESZCZUK,9
ZALEUSKI,9
ZALEWCZAK,9
ZALFRESSO-JUNDZIŁŁO,9
ZALUSKYI,9
ZALZBERG,9
ZAŁENCKI,9
ZAŁUSTOWSKI,9
ZAMĄCIŃSKI,9
ZAMEJĆ,9
ZAMĘSKI,9
ZAMIECIŃSKI,9
ZAMLECKI,9
ZAMOISKYI,9
ZAND,9
ZANIBOL,9
ZAŃCZUK,9
ZAPARANIUK,9
ZAPEKA,9
ZAPŁAWA,9
ZAPOR,9
ZAPOTOCKI-ZAPALSKI,9
ZARIVACH,9
ZARKADAS,9
ZARUBIAK,9
ZARUDNII,9
ZARYCZNIAK,9
ZARYŁO,9
ZARZĘBSKI,9
ZARZUTA,9
ZAS,9
ZASTRUSZNY,9
ZASZCZERZYŃSKI,9
ZATLONKAL,9
ZAUFALL,9
ZAVADOVSKYI,9
ZAVOLOKA,9
ZAWADZIŁŁO,9
ZAWIECHA,9
ZAWIERUSZKA,9
ZAWISKO,9
ZAWOŁEK,9
ZAZAKOWNY,9
ZĄTAK,9
ZBARASHEUSKI,9
ZBEREDA,9
ZBIEGNIEWSKI,9
ZBIŃSKI,9
ZBYCZYŃSKI,9
ZDOBSKI,9
ZDROLIK,9
ZDYBALSKI,9
ZDYBIK,9
ZDZEBEL,9
ZDZIEBCZYŃSKI,9
ZDZIECHOWIAK,9
ZDŻARSKI,9
ZEBISZ,9
ZEBRALA,9
ZEGEL,9
ZEID,9
ZEIMER,9
ZEJDLEWICZ,9
ZELENEVYCH,9
ZELENIAK,9
ZELENKA,9
ZEMANOWICZ,9
ZEMKO,9
ZEMMER,9
ZENFTLEBEN,9
ZENKO,9
ZENTAK,9
ZENTAR,9
ZENTARRA,9
ZERGER,9
ZEWELD,9
ZEŻUŁA,9
ZĘTKOWSKI,9
ZGADZAJSKI,9
ZGOŁ,9
ZGÓDKO,9
ZGRYS,9
ZGUDKO,9
ZHALDAK,9
ZHARUK,9
ZHEREBNYI,9
ZHOHLO,9
ZHOROV,9
ZHOVTIAK,9
ZHUANG,9
ZHUKOVSKYY,9
ZHURYK,9
ZHUSHMAN,9
ZHYDYK,9
ZHYLICH,9
ZHYLKA,9
ZHYLTSOV,9
ZIAK,9
ZIAZIULIA,9
ZIEGELOWSKI,9
ZIELAZO,9
ZIELENICKI,9
ZIELEROWICZ,9
ZIELMAŃSKI,9
ZIELUMSKI,9
ZIEŁKOWSKI,9
ZIEMBOLEWSKI,9
ZIEMBORA,9
ZIEMBROWICZ,9
ZIEMIROWSKI,9
ZIEMOLĄG,9
ZIENIEL,9
ZIESCHE,9
ZIMAKIEWICZ,9
ZIMENKO,9
ZIMINSKI,9
ZIMNIUCH,9
ZINOW,9
ZINYCH,9
ZIUŁCZYK,9
ZIZIUS,9
ZLEŚNY,9
ZŁOMKA,9
ZŁOTOCKI,9
ZŁOWSKI,9
ZMENDA,9
ZMIAROWSKI,9
ZMIIEVSKYI,9
ZMIJEWSKI,9
ZMIŃCZUK,9
ZMORZYK,9
ZNAJKOWSKI,9
ZOBACZYŃSKI,9
ZOLONDEK,9
ZOŁOCIŃSKI,9
ZOMROWSKI,9
ZONDEJ,9
ZORGA,9
ZORIGT,9
ZOTKA,9
ZOWIĄZEK,9
ZOWIECKI,9
ZOZULIAK,9
ZÖLLNER,9
ZRAZHEVSKYI,9
ZROBOK,9
ZUBAKHA,9
ZUBCHUK,9
ZUBEIL,9
ZUBIKOWSKI,9
ZUBRYTSKI,9
ZUCHANEK,9
ZULAUF,9
ZULIK,9
ZUPKE,9
ZVARYCHUK,9
ZVONAROV,9
ZWIACHEL,9
ZWIERNICKI,9
ZWIERUHO,9
ZWONIAREK,9
ZYGACKI,9
ZYGARYN,9
ZYMLA,9
ZYMLER,9
ZYMMER,9
ZYMNI,9
ZYMOLKA,9
ZYNEL,9
ZYRIANOV,9
ZYSZCZUK,9
ZYSZCZYŃSKI,9
ZYTURUS,9
ŹREBIECKI,9
ŹWIERNIK,9
ŻABA-ŻABIŃSKI,9
ŻAGLEWICZ,9
ŻAMOIĆ,9
ŻARNATAL,9
ŻĄDKOWSKI,9
ŻEGOD,9
ŻELAKOWSKI,9
ŻELASKIEWICZ,9
ŻELĄŻYK,9
ŻELNIA,9
ŻEMAJKO,9
ŻEMOJĆ,9
ŻENIEWSKI,9
ŻEPECKI,9
ŻERNIAK,9
ŻESZCZYŃSKI,9
ŻESZOT,9
ŻEWŁAKOW,9
ŻĘDEŁEK,9
ŻMAJLIK,9
ŻMIENKO,9
ŻMITROWICZ,9
ŻOŁAŃSKI,9
ŻOŁNIERZÓW,9
ŻOŁOBÓW,9
ŻÓRAWEK,9
ŻUBRIKOWSKI,9
ŻUKÓW,9
ŻUŁCIAK,9
ŻUMIRSKI,9
ŻUPINSKI,9
ŻURATYŃSKI,9
ŻURBA,9
ŻWAWCZYK,9
ŻWIRBEL,9
ŻWIRYK,9
ŻYCHALUK,9
ŻYCZENKO,9
ŻYDUCH,9
ŻYFKA-ZAGRODZIŃSKI,9
ŻYMAŁKOWSKI,9
ŻYSKO,9
ŻYTYNIEC,9
ŻYWICZKO,9
ŻYZNOMIRSKI,9
AARTS,8
ABABII,8
ABAKELIA,8
ABBOUD,8
ABDO,8
ABDULRAHMAN,8
ABDURAKHMONOV,8
ABELSON,8
ABERBUCH,8
ABERLE,8
ABRAGIMOWICZ,8
ABRAMAU,8
ABRAMOW,8
ABRICH,8
ACHIRUS,8
ACHMATOWICZ,8
AÇIL,8
ADAEV,8
ADAMCZOWSKI,8
ADAMYK,8
ADDISON,8
ADELSTEIN,8
ADOLEWSKI,8
ADRJANCZYK,8
ADRYAŃSKI,8
ADZHIEV,8
AFANASYEU,8
AFANDIYEV,8
AGARKOV,8
AGASZKO,8
AGEEV,8
AGUIRRE,8
AHEIENKO,8
AHIEJCZYK,8
AINA,8
AJDYSIŃSKI,8
AJZAK,8
AKA,8
AKALA,8
AKAY,8
AKBARI,8
AKDENIZ,8
AKDOGAN,8
AKHMAROV,8
AKHOBADZE,8
AKHRAMIEIEV,8
AKPAN,8
AKSENOV,8
AKSJONÓW,8
AKSNOWICZ,8
AKSZTEROWICZ,8
AKTANAROWICZ,8
AL ALI,8
AL MADANI,8
ALAJSTER,8
ALAME,8
ALCZYŃSKI,8
ALEKSEICHUK,8
ALEKSYEYEV,8
ALEXIOU,8
ALIASHKEVICH,8
ALICHPER,8
ALIU,8
AL-JANABI,8
ALKHANOV,8
ALLERY,8
ALMASY,8
ALMOG,8
ALOUI,8
ALP,8
ALPEROWICZ,8
AL-RAWI,8
ALSHUT,8
ALTAN,8
ALTHOF,8
ALUSZKIEWICZ,8
ALZAHRANI,8
AMBROSIO,8
AMBRUZD,8
AMELJAŃCZYK,8
AMIELISZKO,8
AMINOV,8
AMIRYAN,8
AMKHADOV,8
AMMACHER,8
AMORGOWICZ,8
AMRO,8
AMRUSZ,8
ANAGNOSTOPULOS,8
ANANIN,8
ANANIÓW,8
ANCIK,8
ANCYBUS,8
ANCYPEROWICZ,8
ANDAŚ,8
ANDERLE,8
ANDRACH,8
ANDREITSEV,8
ANDREJKIN,8
ANDREJKOWICZ,8
ANDREJÓW,8
ANDREW,8
ANDREWSKI,8
ANDREYUK,8
ANDRIAN,8
ANDRIES,8
ANDRIUTSA,8
ANDRONIAK,8
ANDRONIUK,8
ANDRONOWSKI,8
ANDRONYK,8
ANDROSOVYCH,8
ANDRUCHOWYCZ,8
ANDRUKHOVYCH,8
ANDRUSZUK,8
ANDRYSSEK,8
ANDRZEJCZUK VEL TYMOSZUK,8
ANDRZEJUK-SAWICKI,8
ANFULECKI,8
ANGSZTRAJCH,8
ANGUELOV,8
ANGURENT,8
ANICZ,8
ANIKOWSKI,8
ANISHCHUK,8
ANISTRATENKO,8
ANISZEWICZ,8
ANKERSKI,8
ANKUD,8
ANOZY,8
ANT,8
ANTLER,8
ANTOKHOV,8
ANTONAU,8
ANTONIJCZUK,8
ANTÓNIO,8
ANTYPOROWICZ,8
ANUCHTA,8
ANUFRAJONEK,8
AONDO-AKAA,8
APALKO,8
APON,8
APOSTOLAKIS,8
ARABADZHY,8
ARAŚKIEWICZ,8
ARATYK,8
ARBEL,8
ARCON,8
ARECKI,8
ARENA,8
ARENDARCHUK,8
ARENDAREK,8
ARIPOV,8
ARKAN,8
ARKIEWICZ,8
ARLITEWICZ,8
ARMO,8
ARMONAJTIS,8
ARMUDOWICZ,8
ARNAK,8
ARNATOWICZ,8
ARNHOLD,8
AROMIŃSKI,8
ARSANUKAEV,8
ARTEMOVYCH,8
ARTICHOWICZ,8
ARTIMIWA,8
ARTKOP,8
ARTYNIEW,8
ARTYSHUK,8
ARTYSZAK,8
ARUMUGAM,8
ASAAD,8
ASGHAR,8
ASHTON,8
ASIENKIEWICZ,8
ASKERKA,8
ASKEROV,8
ASKIRKA,8
ASSAF,8
ASSENDRYCH,8
ASTAPOV,8
ASTEL,8
ASTNER,8
ASTRAN,8
ASZKENAZY,8
ASZMUNAJT,8
ATAMANOV,8
ATAMANYUK,8
ATHANASIADIS,8
ATHANASIOU,8
ATMANOWICZ,8
AUBRECHT PRĄDZYŃSKI,8
AUCHOWSKI,8
AUGUSTIAŃSKI,8
AULEYTNER,8
AUSIANIK,8
AUSTER,8
AWADZIUN,8
AWDJENKO,8
AWETISJAN,8
AWIŻYN,8
AWKSIENTJUK,8
AXENTE,8
AZIUKIEWICZ,8
AZMY,8
AZZI,8
BAAJ,8
BABAIAN,8
BABARYKA,8
BABEJ,8
BABIŁO,8
BABLIKÓW,8
BABOJĆ,8
BACDORF,8
BACHERYCZ,8
BACHIŃSKI,8
BACHMAŃSKI,8
BACHRACH,8
BACHUK,8
BADA,8
BADAK,8
BADASZCZUK,8
BADELT,8
BADHAN,8
BADIAN,8
BADMINOW,8
BADR,8
BADROWSKI,8
BADYOCZEK,8
BADYSZ,8
BADZMIROWSKI,8
BAGHIROV,8
BAGILCZ,8
BAGRII,8
BAGROŃSKI,8
BAGUN,8
BAHATSKYI,8
BAHDASARIAN,8
BAHŁAJ,8
BAILLY,8
BAILO,8
BAINKA,8
BAJURAK,8
BAKALO,8
BAKANOV,8
BAKEBERG,8
BAKIROV,8
BAKLYTSKYI,8
BAKSZUK,8
BALABUSHKA,8
BALAJI,8
BALAKRISHNAN,8
BALANO,8
BALASUBRAMANIAN,8
BALCERZEWSKI,8
BALDAK,8
BALDWIN-RAMULT,8
BALIAN,8
BALIKA,8
BALING,8
BALLADA,8
BALTAZAR,8
BALTRUKEVICH,8
BAŁABANOW,8
BAŁACHWIEJ,8
BAŁAŻ,8
BAŁDYKOWSKI,8
BAŁDYSZEWICZ,8
BAŁŁABAN,8
BAŁSZEWSKI,8
BAŁT,8
BAŁYNIEC,8
BAŁŻENKO,8
BAMBECKI,8
BANARI,8
BANCUK,8
BANDARZ,8
BANDEMER,8
BANG,8
BANGHIOS,8
BANTSEVICH,8
BAR AM,8
BARABANOV,8
BARAN-BARAŃSKI,8
BARANÓW,8
BARATOWICZ,8
BARBAROSSA,8
BARBASHOV,8
BARBUDIS,8
BARCENTEWICZ,8
BARCEW,8
BARCZAKOWSKI,8
BARDAŚ,8
BARDSKI,8
BARDUSZKO,8
BARGLIŃSKI,8
BARHAM,8
BARHAŃSKI,8
BARLAS,8
BARLIT,8
BARODZICH,8
BAROK,8
BARRIE,8
BARTCZAKOWSKI,8
BARTETZKO,8
BARTIKOWSKI,8
BARTULICA,8
BARWIJUK,8
BARWINSKI,8
BARYCHEUSKI,8
BARYJEWSKI,8
BARYLKO,8
BARYLLA,8
BARYMÓW,8
BARYŃSKI,8
BARZON,8
BASALSKI,8
BASANETS,8
BASANSKYI,8
BASCZYK,8
BASHIROV,8
BASHKATOV,8
BASSARAB,8
BASTROWSKI,8
BASZKA,8
BASZTEWICZ,8
BAŚCIAK,8
BATALOV,8
BATIUSZCZAK,8
BATTKE,8
BATTY,8
BATYLDA,8
BAUWENS,8
BAWEY,8
BAYDARBAEV,8
BAZALI,8
BAZARSKI,8
BAZELUK,8
BAZEŁA,8
BAZIV,8
BAZUNIAK,8
BAZYLEVSKYI,8
BAZYLOW,8
BAŻĘCKI,8
BAŻYDŁO,8
BĄCHORT,8
BĄDAŚ,8
BĄDZIUSZ,8
BĄŃCZYK,8
BÄR,8
BDZIL,8
BEARD,8
BEAUMONT,8
BEBEŃCA,8
BEBESHKO,8
BEDEKIER,8
BEDNARSKYI,8
BEDNAWSKI,8
BEDREJCZUK,8
BEHA,8
BEHM,8
BEIGIER,8
BEISIUK,8
BEJAOUI,8
BEJZEMSKI,8
BEKASZ,8
BELETSKYI,8
BELEV,8
BELICHENKO,8
BELLACH,8
BELLITZAY,8
BELLUCCI,8
BELOUSOV,8
BEŁCHOWSKI,8
BEŁKOWSKI VEL KAMIŃSKI,8
BEŁŻYCKI,8
BEMNAREK,8
BEMŚ,8
BEN ALI,8
BEN MOSHE,8
BEN SALEM,8
BENDIUK,8
BENDZITKO,8
BENDZŁOWICZ,8
BENEDYKOWIAK,8
BENERAT,8
BENESKO,8
BENJASZEWICZ,8
BENSALEM,8
BENSEL,8
BENTLEY,8
BERAZOUSKI,8
BERCZ,8
BERENCZ,8
BERENGUT,8
BERENSTEIN,8
BEREZANSKYI,8
BEREZHNOV,8
BERĘSEWICZ,8
BERGAU,8
BERGLUND,8
BERGNER,8
BERGSON,8
BERKO-HAAS,8
BERKOVITZ,8
BERLANGA,8
BERNADSKI,8
BERNAT VEL BARNAT,8
BERTOLASSI,8
BESKOSTY,8
BESTIAN,8
BESTKOWSKI,8
BESTLING,8
BESZTELECHMAN,8
BETMURZAEV,8
BETNARSKI,8
BETYN,8
BEVILACQUA,8
BEWERSDORF,8
BEWKO,8
BEWSZKO,8
BEZEK,8
BEZKLUBYI,8
BEZNOSKO,8
BEZWIERCHNY,8
BĘBENCA,8
BĘDZMIROWSKI,8
BĘKARCIK,8
BĘSIUK,8
BIAHUN,8
BIALIUK,8
BIAŁASIAK,8
BIAŁASZONEK,8
BIAŁOBOCKI,8
BIAŁOCZYŃSKI,8
BIAŁOGRECKI,8
BIAŁOGRZYWIEC,8
BIAŁORUSÓW,8
BIAŁOSKÓRKA,8
BIAŁOSZ,8
BIAŁOŚ,8
BIAŁOZORSKI,8
BIBAŃSKI,8
BIBIŁŁO,8
BICZMAN,8
BIECZYSKO,8
BIEDAS,8
BIEDEREK,8
BIEDNYI,8
BIEDZIAN,8
BIEDZIUCH,8
BIEGUŃ,8
BIEHUNIK,8
BIELE,8
BIELEFELD,8
BIELENICHIN,8
BIELIZ,8
BIELIZNA,8
BIELKUŃSKI,8
BIELOŃSKI,8
BIEŁUŃ,8
BIENIAKOWSKI,8
BIENIK,8
BIERC,8
BIERDA,8
BIERYŁŁO,8
BIERZEJEWSKI,8
BIESIEDZIN,8
BIESZKOWSKI,8
BIGAJŁO,8
BIHARI,8
BILALOGLU,8
BILGIN,8
BILLERT,8
BILORUS,8
BILYAK,8
BIŁAK,8
BIŁANIK,8
BIŁUŃSKI,8
BINDZIUK,8
BINGIER,8
BINNER,8
BINSHTOCK,8
BINUTA,8
BIRAKOWSKI,8
BIRETTO,8
BIRYŃCZYK,8
BIRZYŃSKI,8
BISACKI,8
BISHARA,8
BISINGIER,8
BISULTANOV,8
BISYNGIER,8
BISZCZAT,8
BITIUCKI,8
BITRYCKI,8
BITSADZE,8
BIUCZKA,8
BIZOK,8
BIŻMO,8
BLAHA,8
BLAIR,8
BLAMEK,8
BLANKOWSKI,8
BLANKSZAJN,8
BLASCZOK,8
BLATT,8
BLAUTZIK,8
BLAZHENKO,8
BLEJ,8
BLEJSON,8
BLEKS,8
BLINKOV,8
BLUDZIŃSKI,8
BLUMENSTEIN,8
BLUMENTHAL,8
BLUNCK,8
BLUTKE,8
BLYSZCZ,8
BŁACHACZ,8
BŁACHIEWICZ,8
BŁACHNICKI,8
BŁAUŻ,8
BŁAZY,8
BŁAŻNIAK,8
BŁĘDOSZ,8
BŁOGOSZ,8
BŁOJ,8
BOBELAK,8
BOBESZKO,8
BOBKE,8
BOBOEV,8
BOBORYKIN,8
BOBROWYCZ,8
BOBRUS,8
BOBRYKS,8
BOCHAJCZYK,8
BOCHORODYCZ,8
BOCHUT,8
BOCHYN,8
BODIA,8
BODIN,8
BODKOWSKI,8
BODNARUŚ,8
BODZICZ,8
BOGATZKI,8
BOGENRYTER,8
BOGLARSKI,8
BOGOCZYŃSKI,8
BOGONOWICZ,8
BOGOWOLSKI,8
BOGÓJAWLEŃSKI,8
BOGREC,8
BOGULICZ,8
BOGUMILSKI,8
BOGUMSKI,8
BOGUSLAVSKYI,8
BOHACZEWSKI,8
BOHATKO,8
BOHLIG,8
BOHONIS,8
BOHUTA,8
BOICHUN,8
BOITSOV,8
BOJADŻIJEW,8
BOJANÓW,8
BOJARIN,8
BOJDASZ,8
BOKAŁŁO,8
BOKHONOK,8
BOKHUA,8
BOKIEWICZ,8
BOKII,8
BOKSHA,8
BOKUNEWICZ,8
BOLĄCZKA,8
BOLEKHAN,8
BOLIBRUKH,8
BOLIUBASH,8
BOLWOLUK,8
BOLZ,8
BOŁĄKOWSKI,8
BOŁCHAREWSKI,8
BOŁDANIUK,8
BOŁDYŚ,8
BOŁEJKO,8
BOŁTRALIK,8
BOŁTROMIEJUK,8
BOŁTUCKI,8
BOMBELA,8
BONASEWICZ,8
BONCHEV,8
BONDAL,8
BONDARO,8
BONGALSKI,8
BONGART,8
BONTÓR,8
BONZA,8
BORAJSKI,8
BORAN,8
BORAU,8
BORBÉLY,8
BORDE,8
BORDUKIEWICZ,8
BOREJSZO-WYSOCKI,8
BORETTI,8
BORJANIEC,8
BORNICKI,8
BORNOS,8
BOROVENSKYI,8
BOROVKOV,8
BOROVYCH,8
BORSHCHYK,8
BORST,8
BORTKA,8
BORUCHOWICZ,8
BORYCHEVSKYI,8
BORYNETS,8
BORYNIAK,8
BORYSZCZYK,8
BORZEM,8
BOSCH,8
BOSE,8
BOSIK,8
BOSYCH,8
BOSZCZ,8
BOSZKOWSKI,8
BOTEZAT,8
BOTHE,8
BOURDON,8
BOWAR,8
BOWERS,8
BOYD,8
BOZHKOV,8
BOŻĘCIAK,8
BRAEUER,8
BRAGULA,8
BRAHANETS,8
BRAHINETS,8
BRAJCZAK,8
BRANCZEL,8
BRANDOTA,8
BRANDS,8
BRANDYSIOK,8
BRANTIUK,8
BRATASH,8
BRATCZYK,8
BRATYSZ,8
BRAUM,8
BRAWER,8
BRAWIŃSKI,8
BRAZHNIKOV,8
BRAŻKA,8
BRĄDEL,8
BRĄGALSKI,8
BRĄK,8
BRDULAK,8
BRECŁAWSKI,8
BREDICKI,8
BREDSCHNEIDER,8
BREGVADZE,8
BREITZKE,8
BREKIER,8
BRELAŃSKI,8
BREMEK,8
BRENGOSZEWSKI,8
BRENKACZ,8
BRENYCH,8
BREŃKACZ,8
BRESSO,8
BRĘCZKIEWICZ,8
BRICH,8
BRIGER,8
BRINGMANN,8
BRIŃ,8
BRITTANI,8
BRÎNZA,8
BROCHUŃSKI,8
BROD,8
BRODAWCZUK,8
BRODDA,8
BRODOVYCH,8
BROKMANN,8
BRONDKE,8
BRONICH,8
BRONNIKOV,8
BROSK,8
BROSZĘCKI,8
BROWCZUKOWSKI,8
BROZDA,8
BRUKERT,8
BRUKHAL,8
BRUNELLI,8
BRUNNE,8
BRUSZ,8
BRUSZCZYŃSKI,8
BRYJOWSKI,8
BRYKOV,8
BRYLICKI,8
BRYNCHAK,8
BRYNGIEL,8
BRYNIK,8
BRYNOWSKI,8
BRYS,8
BRYTCZUK,8
BRYTSKO,8
BRZANY,8
BRZASTOWSKI,8
BRZĄSZCZ,8
BRZECHFFA,8
BRZECKI,8
BRZEZA,8
BRZOSTOWIECKI,8
BRZUMOWSKI,8
BRZUSKNIEWICZ,8
BRZUSKOWSKI,8
BRZYCHCZYK,8
BRZYWCA,8
BUBEŃKO,8
BUBLAS,8
BUBLEI,8
BUBNIEWICZ,8
BUCHENKO,8
BUCHKOVSKYY,8
BUDANOV,8
BUDRYN,8
BUDWEIL,8
BUDYCZ,8
BUFAL,8
BUGAICHUK,8
BUGSALEWICZ,8
BUIKEVICH,8
BUJACKI,8
BUJCZYK,8
BUJMIŁO,8
BUJNIEWSKI,8
BUKACH,8
BUKOFAJ,8
BUKOL,8
BUKOWIAK,8
BUKREIEV,8
BUKSZEWICZ,8
BULBIAK,8
BULHAK,8
BULIAK,8
BULMANN,8
BULOK,8
BULYHIN,8
BUŁAN,8
BUŁANOW,8
BUŁATOW,8
BUŁAWCZYK,8
BUŁKIN,8
BUŁYGIN,8
BUNDZA,8
BUNGA,8
BUNII,8
BUNKO,8
BUNTURI,8
BURBELO,8
BURCHMAN,8
BURDACZ,8
BURDASZKO,8
BURDELA,8
BURDZYLUK,8
BUREWICZ,8
BUREZA,8
BURIACHOK,8
BURKATSKYI,8
BURNAS,8
BURNIECKI,8
BURSZTYNIAK,8
BURY VEL BURYM,8
BURZIG,8
BUSSAJ,8
BUSSOLD,8
BUSZUJEW,8
BUŚLUK,8
BUTKOV,8
BUTNIEWICZ,8
BUTROWSKI,8
BUTRYK,8
BUTSKYI,8
BUTTE,8
BUTYCZ,8
BUTYNETS,8
BUTYNIEC,8
BUZUNOWSKI,8
BYCHEK,8
BYCYK,8
BYCZKE,8
BYCZKOWICZ,8
BYKOW,8
BYLO,8
BYSAHA,8
BYTS,8
BZIKUT,8
BZOT,8
BZYTA,8
BŻDZIUCH,8
BŻDŻOŁA,8
CACMAN,8
CADKO,8
CALDERON,8
CALIN,8
CALOV,8
CANDEKIDIS,8
CANKUDIS,8
CAPIUK,8
CARLSSON,8
CARŁO,8
CARON,8
CARTWRIGHT,8
CARZASTY,8
CASE,8
CASIMIR,8
CASSIDY,8
CATAN,8
CATANA,8
CATANIA,8
CECHMAŃSKI,8
CECURSKI,8
CEDOR,8
CEHOLNYK,8
CEKAN,8
CELINA,8
CELIŃSKI-ŁABĘDŹ,8
CELIŃSKI-WALĘDOWICZ,8
CELISZCZEW,8
CENECKI,8
CENULA,8
CEPLIŃSKI,8
CEPTOWSKI,8
CEPURA,8
CERATOWSKI,8
CERCEL,8
CERN,8
CEROŃSKI,8
CERUŁA,8
CESZLAK,8
CEWUCH,8
CĘBRZYNA,8
CĘCELEWSKI,8
CĘGIEL,8
CHABRAJSKI,8
CHABRYCH,8
CHADRYAN,8
CHADŻY,8
CHAIKO,8
CHAJNOW,8
CHAKOWSKI,8
CHALICZ,8
CHALINOWSKI,8
CHAŁATKIEWICZ,8
CHAŁGASIEWICZ,8
CHAŁŁA,8
CHAMICEWICZ,8
CHAMYGA,8
CHANDRAN,8
CHANULAK,8
CHANUSZKIEWICZ,8
CHAPANOV,8
CHAPLYA,8
CHAPOVSKYI,8
CHARASIM,8
CHARASIMIUK,8
CHARATAŃSKI,8
CHARBICH,8
CHAREMBSKI,8
CHARITONOW,8
CHARŁANOWICZ,8
CHASIAK,8
CHATTERJEE,8
CHĄCHYRA,8
CHE,8
CHELT,8
CHEŁMONIAK,8
CHEŁMONIEWICZ,8
CHENCINSKI,8
CHEPA,8
CHEPUR,8
CHEPYHA,8
CHEREDA,8
CHEREVATYY,8
CHERKUN,8
CHERLENIUK,8
CHERNATA,8
CHERNATSKYI,8
CHERNEGA,8
CHERNIUKH,8
CHERNOMAZOV,8
CHERNOMOR,8
CHERNYAVSKYY,8
CHERVONENKO,8
CHESAK,8
CHETLA,8
CHĘCIA,8
CHIEREK,8
CHIEROWSKI,8
CHIHAI,8
CHIKHA,8
CHIPERI,8
CHITREŃ,8
CHLAPIK,8
CHLIBKIEWICZ,8
CHLIP,8
CHLOSTA,8
CHLUBIECKI,8
CHLUSKI,8
CHŁOBOWSKI,8
CHŁONDZYŃSKI,8
CHŁÓDEK,8
CHMELYK,8
CHMIELKOWSKI,8
CHMUNEVYCH,8
CHMURKO,8
CHMUT,8
CHMYKHALO,8
CHMYL,8
CHOBANU,8
CHOBEL,8
CHOCHONEK,8
CHODACZKIEWICZ,8
CHODOBA,8
CHOJANKOWSKI,8
CHOLASIŃSKI,8
CHOLC,8
CHOLII,8
CHOLOVSKYI,8
CHOMONIUK,8
CHOMONTOWICZ,8
CHOMŻYŃSKI,8
CHONCIA,8
CHONKA,8
CHORĄGIEWSKI,8
CHORNENKYY,8
CHORNIAK,8
CHORNOHOR,8
CHORODECKI,8
CHORÓBCZYK,8
CHORUBSKI,8
CHORUTA,8
CHORYZA,8
CHOSIANNA,8
CHOTIA,8
CHOTLEWSKI,8
CHOTOMOWICZ,8
CHOVHAN,8
CHRABUSTOWICZ,8
CHRISIDIS,8
CHRISTOPHER,8
CHRISTOU,8
CHROBRY,8
CHROICKI,8
CHROMCEWICZ,8
CHROMIAŃCZUK,8
CHRÓŚCIELSKI,8
CHRUKIN,8
CHRUSZCZYCKI,8
CHRUSZLAK,8
CHRYCZYŃSKI,8
CHRYSTYN,8
CHRZĄST,8
CHRZĘPKA,8
CHRZYPTOWICZ,8
CHUANG,8
CHUCHMALSKI,8
CHUDASKI,8
CHUDOVSKYI,8
CHUDZIANEK,8
CHUDŹ,8
CHUJEBA,8
CHUKHNO,8
CHUKWUEMEKA,8
CHUMAKOU,8
CHUPAK,8
CHUPAKHIN,8
CHURILOV,8
CHURYLO,8
CHWALCZEWSKI,8
CHWALEJ,8
CHWASTNIEWSKI,8
CHWEDEŃCZUK,8
CHWIĆKO,8
CHWIEDCZENIA,8
CHWIUŁKOWSKI,8
CHWOROSTOWSKI,8
CHYCHERSKYI,8
CHYKALIUK,8
CHYKALO,8
CHYKURLII,8
CHYLL,8
CHYRK,8
CHYSTIKOV,8
CHYTAJ,8
CHYTLA,8
CHYZHOVYCH,8
CHYZHYKOV,8
CHYZOPSKI,8
CIAPUŁA,8
